Discrimination
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG+
CG+
CG-
CG+
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG+
CG-
CG-
CG+
CG+
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG+
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG+
CG+
CG+
CG+
CG+
CG+
CG-
CG+
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG+
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG+
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG+
CG-
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG-
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG+
CG-
CG+
CG+
CG-
CG-
CG-
CG+
CG-
CG+
CG+
CG-
CG+
CG+
CG-
CG-
CG-
CG+
CG-
CG+
CG-
CG+
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG+
CG+
CG-
CG-
CG+
CG+
CG+
CG+
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG+
CG+
CG+
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG+
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
CG-
